attack_type,attack_method,num_rows,breach_rate_pct,impact_mean
dodging_attack,SIA_MI_TI,240,28.749999999999996,0.17101811856264248
impersonation_attack,SIA_MI_TI,240,17.916666666666668,0.10418075372387346
