attack_type,attack_method,num_rows,breach_rate_pct,impact_mean
dodging_attack,LI_BOOST_MI,240,46.666666666666664,0.25952931673964486
impersonation_attack,LI_BOOST_MI,240,23.75,0.14190304706183576
