attack_method,num_rows,breach_rate_pct,impact_mean
LI_BOOST_MI,480,35.208333333333336,0.20071618190074028
SI_NI_FGSM,480,29.166666666666668,0.17554822413671764
MI_FGSM,480,26.666666666666668,0.16432730509721527
MI_ADMIX_DI_TI,480,24.166666666666668,0.1534894498691491
TI_FGSM,480,20.416666666666668,0.1313289102873426
PGD,480,16.666666666666664,0.1002993952430816
